order_id,customer_id,order_date,order_status
131,983,2026-04-02 14:13:14.759448,cancelled
132,1748,2026-04-02 14:13:14.759448,delivered
133,667,2026-04-02 14:13:14.759448,refunded
134,707,2026-04-02 14:13:14.759448,shipped
135,101,2026-04-02 14:13:14.759448,created
136,1653,2026-04-02 14:13:14.759448,created
137,1196,2026-04-02 14:13:14.759448,shipped
138,135,2026-04-02 14:13:14.759448,cancelled
139,1655,2026-04-02 14:13:14.759448,delivered
140,1179,2026-04-02 14:13:14.759448,delivered
141,1460,2026-04-02 14:13:14.759448,delivered
142,1456,2026-04-02 14:13:14.759448,cancelled
143,1037,2026-04-02 14:13:14.759448,delivered
144,971,2026-04-02 14:13:14.759448,shipped
145,1699,2026-04-02 14:13:14.759448,shipped
146,1117,2026-04-02 14:13:14.759448,refunded
147,599,2026-04-02 14:13:14.759448,created
148,427,2026-04-02 14:13:14.759448,delivered
149,85,2026-04-02 14:13:14.759448,shipped
150,1108,2026-04-02 14:13:14.759448,paid
151,505,2026-04-02 14:13:14.759448,refunded
152,1496,2026-04-02 14:13:14.759448,created
153,1586,2026-04-02 14:13:14.759448,paid
154,1668,2026-04-02 14:13:14.759448,cancelled
155,761,2026-04-02 14:13:14.759448,created
156,1709,2026-04-02 14:13:14.759448,created
157,300,2026-04-02 14:13:14.759448,cancelled
158,1738,2026-04-02 14:13:14.759448,created
159,802,2026-04-02 14:13:14.759448,created
160,573,2026-04-02 14:13:14.759448,paid
161,1369,2026-04-02 14:13:14.759448,shipped
162,1597,2026-04-02 14:13:14.759448,created
163,913,2026-04-02 14:13:14.759448,refunded
164,1183,2026-04-02 14:13:14.759448,delivered
165,1574,2026-04-02 14:13:14.759448,refunded
166,77,2026-04-02 14:13:14.759448,cancelled
167,790,2026-04-02 14:13:14.759448,cancelled
168,366,2026-04-02 14:13:14.759448,created
169,340,2026-04-02 14:13:14.759448,created
170,1271,2026-04-02 14:13:14.759448,shipped
171,937,2026-04-02 14:13:14.759448,cancelled
172,854,2026-04-02 14:13:14.759448,cancelled
173,1144,2026-04-02 14:13:14.759448,created
174,272,2026-04-02 14:13:14.759448,paid
175,339,2026-04-02 14:13:14.759448,shipped
176,784,2026-04-02 14:13:14.759448,refunded
177,815,2026-04-02 14:13:14.759448,created
178,646,2026-04-02 14:13:14.759448,created
179,1646,2026-04-02 14:13:14.759448,delivered
180,243,2026-04-02 14:13:14.759448,refunded
181,1118,2026-04-02 14:13:14.759448,created
182,748,2026-04-02 14:13:14.759448,shipped
183,917,2026-04-02 14:13:14.759448,shipped
184,1381,2026-04-02 14:13:14.759448,shipped
185,415,2026-04-02 14:13:14.759448,paid
186,1483,2026-04-02 14:13:14.759448,created
187,907,2026-04-02 14:13:14.759448,cancelled
188,1166,2026-04-02 14:13:14.759448,cancelled
189,1523,2026-04-02 14:13:14.759448,created
190,676,2026-04-02 14:13:14.759448,created
191,1383,2026-04-02 14:13:14.759448,paid
192,1515,2026-04-02 14:13:14.759448,shipped
193,973,2026-04-02 14:13:14.759448,cancelled
194,1752,2026-04-02 14:13:14.759448,delivered
195,958,2026-04-02 14:13:14.759448,delivered
196,961,2026-04-02 14:13:14.759448,refunded
197,636,2026-04-02 14:13:14.759448,shipped
198,1267,2026-04-02 14:13:14.759448,delivered
199,689,2026-04-02 14:13:14.759448,created
200,62,2026-04-02 14:13:14.759448,created
201,840,2026-04-01 14:13:14.759448,created
202,1454,2026-04-01 14:13:14.759448,shipped
203,837,2026-04-01 14:13:14.759448,delivered
204,301,2026-04-01 14:13:14.759448,cancelled
205,1407,2026-04-01 14:13:14.759448,cancelled
206,723,2026-04-01 14:13:14.759448,paid
207,463,2026-04-01 14:13:14.759448,paid
208,48,2026-04-01 14:13:14.759448,delivered
209,212,2026-04-01 14:13:14.759448,cancelled
210,716,2026-04-01 14:13:14.759448,paid
211,852,2026-04-01 14:13:14.759448,refunded
212,1570,2026-04-01 14:13:14.759448,delivered
213,1512,2026-04-01 14:13:14.759448,delivered
214,406,2026-04-01 14:13:14.759448,delivered
215,827,2026-04-01 14:13:14.759448,delivered
216,28,2026-04-01 14:13:14.759448,created
217,1153,2026-04-01 14:13:14.759448,created
218,85,2026-04-01 14:13:14.759448,shipped
219,293,2026-04-01 14:13:14.759448,shipped
220,1166,2026-04-01 14:13:14.759448,created
221,736,2026-04-01 14:13:14.759448,delivered
222,290,2026-04-01 14:13:14.759448,delivered
223,543,2026-04-01 14:13:14.759448,shipped
224,1763,2026-04-01 14:13:14.759448,shipped
225,1677,2026-04-01 14:13:14.759448,created
226,157,2026-04-01 14:13:14.759448,created
227,890,2026-04-01 14:13:14.759448,delivered
228,1188,2026-04-01 14:13:14.759448,cancelled
229,1760,2026-04-01 14:13:14.759448,shipped
230,872,2026-04-01 14:13:14.759448,delivered
231,1546,2026-04-01 14:13:14.759448,paid
232,1270,2026-04-01 14:13:14.759448,refunded
233,1721,2026-04-01 14:13:14.759448,refunded
234,724,2026-04-01 14:13:14.759448,delivered
235,901,2026-04-01 14:13:14.759448,paid
236,1411,2026-04-01 14:13:14.759448,paid
237,1378,2026-04-01 14:13:14.759448,created
238,1516,2026-04-01 14:13:14.759448,refunded
239,1708,2026-04-01 14:13:14.759448,shipped
240,757,2026-04-01 14:13:14.759448,refunded
241,408,2026-04-01 14:13:14.759448,delivered
242,1576,2026-04-01 14:13:14.759448,shipped
243,571,2026-04-01 14:13:14.759448,shipped
244,940,2026-04-01 14:13:14.759448,refunded
245,1259,2026-04-01 14:13:14.759448,refunded
246,677,2026-04-01 14:13:14.759448,cancelled
247,275,2026-04-01 14:13:14.759448,paid
248,1565,2026-04-01 14:13:14.759448,cancelled
249,193,2026-04-01 14:13:14.759448,refunded
250,1525,2026-04-01 14:13:14.759448,created
251,294,2026-04-01 14:13:14.759448,paid
252,1279,2026-04-01 14:13:14.759448,refunded
253,1421,2026-04-01 14:13:14.759448,shipped
254,1637,2026-04-01 14:13:14.759448,created
255,1460,2026-04-01 14:13:14.759448,created
256,1322,2026-04-01 14:13:14.759448,shipped
257,1424,2026-04-01 14:13:14.759448,paid
258,88,2026-04-01 14:13:14.759448,refunded
259,425,2026-04-01 14:13:14.759448,paid
260,143,2026-04-01 14:13:14.759448,refunded
261,322,2026-04-01 14:13:14.759448,refunded
262,654,2026-04-01 14:13:14.759448,created
263,583,2026-04-01 14:13:14.759448,shipped
264,1517,2026-04-01 14:13:14.759448,refunded
265,572,2026-04-01 14:13:14.759448,created
266,44,2026-04-01 14:13:14.759448,shipped
267,1178,2026-04-01 14:13:14.759448,created
268,790,2026-04-01 14:13:14.759448,created
269,1753,2026-04-01 14:13:14.759448,delivered
270,3,2026-04-01 14:13:14.759448,created
271,339,2026-04-01 14:13:14.759448,delivered
272,1141,2026-04-01 14:13:14.759448,paid
273,836,2026-04-01 14:13:14.759448,cancelled
274,121,2026-04-01 14:13:14.759448,created
275,1018,2026-04-01 14:13:14.759448,cancelled
276,174,2026-04-01 14:13:14.759448,paid
277,62,2026-04-01 14:13:14.759448,shipped
278,1193,2026-04-01 14:13:14.759448,created
279,587,2026-04-01 14:13:14.759448,created
280,1443,2026-04-01 14:13:14.759448,created
281,762,2026-04-01 14:13:14.759448,refunded
282,1393,2026-04-01 14:13:14.759448,created
283,220,2026-04-01 14:13:14.759448,refunded
284,1576,2026-04-01 14:13:14.759448,paid
285,668,2026-04-01 14:13:14.759448,shipped
286,1266,2026-04-01 14:13:14.759448,refunded
287,138,2026-04-01 14:13:14.759448,shipped
288,859,2026-04-01 14:13:14.759448,paid
289,1752,2026-04-01 14:13:14.759448,cancelled
290,448,2026-04-01 14:13:14.759448,delivered
291,1343,2026-04-01 14:13:14.759448,refunded
292,1297,2026-04-01 14:13:14.759448,cancelled
293,1249,2026-04-01 14:13:14.759448,cancelled
294,600,2026-04-01 14:13:14.759448,refunded
295,806,2026-03-31 14:13:14.759448,delivered
296,760,2026-03-31 14:13:14.759448,created
297,1732,2026-03-31 14:13:14.759448,created
298,74,2026-03-31 14:13:14.759448,delivered
299,1401,2026-03-31 14:13:14.759448,refunded
300,750,2026-03-31 14:13:14.759448,paid
301,718,2026-03-31 14:13:14.759448,delivered
302,851,2026-03-31 14:13:14.759448,delivered
303,879,2026-03-31 14:13:14.759448,paid
304,1032,2026-03-31 14:13:14.759448,delivered
305,877,2026-03-31 14:13:14.759448,refunded
306,674,2026-03-31 14:13:14.759448,shipped
307,1245,2026-03-31 14:13:14.759448,paid
308,1505,2026-03-31 14:13:14.759448,paid
309,911,2026-03-31 14:13:14.759448,shipped
310,933,2026-03-31 14:13:14.759448,refunded
311,909,2026-03-31 14:13:14.759448,delivered
312,82,2026-03-31 14:13:14.759448,cancelled
313,1675,2026-03-31 14:13:14.759448,paid
314,893,2026-03-31 14:13:14.759448,shipped
315,960,2026-03-31 14:13:14.759448,delivered
316,1476,2026-03-31 14:13:14.759448,delivered
317,283,2026-03-31 14:13:14.759448,created
318,484,2026-03-31 14:13:14.759448,cancelled
319,310,2026-03-31 14:13:14.759448,paid
320,1625,2026-03-31 14:13:14.759448,delivered
321,1100,2026-03-31 14:13:14.759448,delivered
322,915,2026-03-31 14:13:14.759448,refunded
323,1708,2026-03-31 14:13:14.759448,cancelled
324,281,2026-03-31 14:13:14.759448,refunded
325,199,2026-03-31 14:13:14.759448,created
326,92,2026-03-31 14:13:14.759448,refunded
327,1644,2026-03-31 14:13:14.759448,delivered
328,1597,2026-03-31 14:13:14.759448,delivered
329,112,2026-03-31 14:13:14.759448,paid
330,539,2026-03-31 14:13:14.759448,cancelled
331,502,2026-03-31 14:13:14.759448,shipped
332,195,2026-03-31 14:13:14.759448,refunded
333,1155,2026-03-31 14:13:14.759448,cancelled
334,1217,2026-03-31 14:13:14.759448,paid
335,135,2026-03-31 14:13:14.759448,cancelled
336,915,2026-03-31 14:13:14.759448,refunded
337,189,2026-03-31 14:13:14.759448,paid
338,642,2026-03-31 14:13:14.759448,shipped
339,1437,2026-03-31 14:13:14.759448,cancelled
340,1216,2026-03-31 14:13:14.759448,paid
341,1072,2026-03-31 14:13:14.759448,delivered
342,650,2026-03-31 14:13:14.759448,created
343,1748,2026-03-31 14:13:14.759448,delivered
344,301,2026-03-31 14:13:14.759448,refunded
345,1232,2026-03-31 14:13:14.759448,refunded
346,1263,2026-03-31 14:13:14.759448,paid
347,381,2026-03-31 14:13:14.759448,shipped
348,1194,2026-03-31 14:13:14.759448,shipped
349,1627,2026-03-31 14:13:14.759448,created
350,1224,2026-03-31 14:13:14.759448,paid
351,1600,2026-03-31 14:13:14.759448,paid
352,276,2026-03-31 14:13:14.759448,created
353,1120,2026-03-31 14:13:14.759448,cancelled
354,513,2026-03-31 14:13:14.759448,created
355,870,2026-03-31 14:13:14.759448,paid
356,662,2026-03-31 14:13:14.759448,paid
357,279,2026-03-31 14:13:14.759448,paid
358,66,2026-03-31 14:13:14.759448,created
359,1252,2026-03-31 14:13:14.759448,delivered
360,1436,2026-03-31 14:13:14.759448,delivered
361,1708,2026-03-31 14:13:14.759448,refunded
362,756,2026-03-31 14:13:14.759448,paid
363,480,2026-03-31 14:13:14.759448,created
364,179,2026-03-31 14:13:14.759448,delivered
365,359,2026-03-31 14:13:14.759448,created
366,1529,2026-03-31 14:13:14.759448,delivered
367,207,2026-03-31 14:13:14.759448,cancelled
368,1259,2026-03-31 14:13:14.759448,cancelled
369,1603,2026-03-31 14:13:14.759448,cancelled
370,1404,2026-03-31 14:13:14.759448,created
371,998,2026-03-31 14:13:14.759448,refunded
372,1274,2026-03-31 14:13:14.759448,cancelled
373,1256,2026-03-31 14:13:14.759448,created
374,945,2026-03-31 14:13:14.759448,created
375,1085,2026-03-31 14:13:14.759448,shipped
376,1281,2026-03-31 14:13:14.759448,shipped
377,1426,2026-03-31 14:13:14.759448,shipped
378,29,2026-03-31 14:13:14.759448,created
379,358,2026-03-31 14:13:14.759448,refunded
380,40,2026-03-31 14:13:14.759448,shipped
381,1031,2026-03-31 14:13:14.759448,refunded
382,778,2026-03-31 14:13:14.759448,paid
383,1119,2026-03-31 14:13:14.759448,shipped
384,1263,2026-03-31 14:13:14.759448,cancelled
385,636,2026-03-31 14:13:14.759448,paid
386,354,2026-03-31 14:13:14.759448,refunded
387,685,2026-03-31 14:13:14.759448,refunded
388,1184,2026-03-31 14:13:14.759448,created
389,1074,2026-03-31 14:13:14.759448,paid
390,989,2026-03-31 14:13:14.759448,created
391,574,2026-03-31 14:13:14.759448,cancelled
392,160,2026-03-31 14:13:14.759448,refunded
393,1690,2026-03-31 14:13:14.759448,created
394,752,2026-03-31 14:13:14.759448,paid
395,1492,2026-03-31 14:13:14.759448,shipped
396,419,2026-03-31 14:13:14.759448,delivered
397,1171,2026-03-31 14:13:14.759448,paid
398,898,2026-03-31 14:13:14.759448,refunded
399,285,2026-03-31 14:13:14.759448,delivered
400,81,2026-03-31 14:13:14.759448,cancelled
401,1217,2026-03-31 14:13:14.759448,delivered
402,313,2026-03-31 14:13:14.759448,created
403,1398,2026-03-31 14:13:14.759448,cancelled
404,578,2026-03-31 14:13:14.759448,shipped
405,1560,2026-03-31 14:13:14.759448,cancelled
406,1067,2026-03-31 14:13:14.759448,created
407,1312,2026-03-30 14:13:14.759448,paid
408,195,2026-03-30 14:13:14.759448,refunded
409,1199,2026-03-30 14:13:14.759448,paid
410,669,2026-03-30 14:13:14.759448,cancelled
411,1508,2026-03-30 14:13:14.759448,refunded
412,15,2026-03-30 14:13:14.759448,paid
413,246,2026-03-30 14:13:14.759448,shipped
414,872,2026-03-30 14:13:14.759448,cancelled
415,319,2026-03-30 14:13:14.759448,shipped
416,683,2026-03-30 14:13:14.759448,paid
417,1137,2026-03-30 14:13:14.759448,delivered
418,851,2026-03-30 14:13:14.759448,delivered
419,593,2026-03-30 14:13:14.759448,created
420,186,2026-03-30 14:13:14.759448,cancelled
421,1451,2026-03-30 14:13:14.759448,delivered
422,627,2026-03-30 14:13:14.759448,cancelled
423,885,2026-03-30 14:13:14.759448,cancelled
424,1222,2026-03-30 14:13:14.759448,cancelled
425,1266,2026-03-30 14:13:14.759448,shipped
426,217,2026-03-30 14:13:14.759448,refunded
427,978,2026-03-30 14:13:14.759448,refunded
428,1117,2026-03-30 14:13:14.759448,created
429,456,2026-03-30 14:13:14.759448,created
430,1719,2026-03-30 14:13:14.759448,paid
431,1442,2026-03-30 14:13:14.759448,cancelled
432,1439,2026-03-30 14:13:14.759448,paid
433,518,2026-03-30 14:13:14.759448,shipped
434,564,2026-03-30 14:13:14.759448,created
435,1671,2026-03-30 14:13:14.759448,paid
436,1061,2026-03-30 14:13:14.759448,cancelled
437,685,2026-03-30 14:13:14.759448,created
438,559,2026-03-30 14:13:14.759448,paid
439,923,2026-03-30 14:13:14.759448,created
440,727,2026-03-30 14:13:14.759448,delivered
441,1606,2026-03-30 14:13:14.759448,shipped
442,305,2026-03-30 14:13:14.759448,delivered
443,469,2026-03-30 14:13:14.759448,delivered
444,207,2026-03-30 14:13:14.759448,created
445,1366,2026-03-30 14:13:14.759448,paid
446,280,2026-03-30 14:13:14.759448,delivered
447,590,2026-03-30 14:13:14.759448,created
448,841,2026-03-30 14:13:14.759448,delivered
449,1185,2026-03-30 14:13:14.759448,paid
450,1719,2026-03-30 14:13:14.759448,cancelled
451,1570,2026-03-30 14:13:14.759448,delivered
452,1370,2026-03-30 14:13:14.759448,paid
453,291,2026-03-30 14:13:14.759448,paid
454,660,2026-03-30 14:13:14.759448,paid
455,1705,2026-03-30 14:13:14.759448,delivered
456,1310,2026-03-30 14:13:14.759448,cancelled
457,338,2026-03-30 14:13:14.759448,delivered
458,1112,2026-03-30 14:13:14.759448,shipped
459,869,2026-03-30 14:13:14.759448,paid
460,900,2026-03-30 14:13:14.759448,paid
461,1696,2026-03-30 14:13:14.759448,cancelled
462,399,2026-03-30 14:13:14.759448,delivered
463,654,2026-03-30 14:13:14.759448,paid
464,943,2026-03-30 14:13:14.759448,created
465,293,2026-03-30 14:13:14.759448,refunded
466,1294,2026-03-30 14:13:14.759448,refunded
467,1282,2026-03-30 14:13:14.759448,shipped
468,594,2026-03-30 14:13:14.759448,paid
469,170,2026-03-30 14:13:14.759448,cancelled
470,1252,2026-03-30 14:13:14.759448,delivered
471,1587,2026-03-30 14:13:14.759448,shipped
472,1713,2026-03-30 14:13:14.759448,refunded
473,1625,2026-03-30 14:13:14.759448,paid
474,474,2026-03-30 14:13:14.759448,shipped
475,1242,2026-03-30 14:13:14.759448,cancelled
476,222,2026-03-30 14:13:14.759448,delivered
477,841,2026-03-30 14:13:14.759448,shipped
478,1202,2026-03-30 14:13:14.759448,shipped
479,495,2026-03-30 14:13:14.759448,created
480,504,2026-03-30 14:13:14.759448,paid
481,435,2026-03-30 14:13:14.759448,created
482,631,2026-03-30 14:13:14.759448,refunded
483,767,2026-03-30 14:13:14.759448,cancelled
484,265,2026-03-30 14:13:14.759448,delivered
485,182,2026-03-30 14:13:14.759448,cancelled
486,521,2026-03-30 14:13:14.759448,delivered
487,234,2026-03-30 14:13:14.759448,cancelled
488,1619,2026-03-30 14:13:14.759448,paid
489,398,2026-03-30 14:13:14.759448,refunded
490,1386,2026-03-30 14:13:14.759448,cancelled
491,334,2026-03-30 14:13:14.759448,created
492,1552,2026-03-30 14:13:14.759448,refunded
493,897,2026-03-30 14:13:14.759448,cancelled
494,1304,2026-03-30 14:13:14.759448,created
495,1178,2026-03-30 14:13:14.759448,created
496,1400,2026-03-30 14:13:14.759448,delivered
497,21,2026-03-30 14:13:14.759448,created
498,1444,2026-03-30 14:13:14.759448,delivered
499,312,2026-03-30 14:13:14.759448,cancelled
500,1242,2026-03-30 14:13:14.759448,shipped
501,67,2026-03-30 14:13:14.759448,created
502,18,2026-03-30 14:13:14.759448,shipped
503,1123,2026-03-30 14:13:14.759448,paid
504,1267,2026-03-30 14:13:14.759448,delivered
505,1691,2026-03-30 14:13:14.759448,shipped
506,913,2026-03-30 14:13:14.759448,created
507,695,2026-03-30 14:13:14.759448,shipped
508,106,2026-03-30 14:13:14.759448,refunded
509,61,2026-03-29 14:13:14.759448,created
510,549,2026-03-29 14:13:14.759448,refunded
511,49,2026-03-29 14:13:14.759448,cancelled
512,1043,2026-03-29 14:13:14.759448,refunded
513,1707,2026-03-29 14:13:14.759448,shipped
514,1439,2026-03-29 14:13:14.759448,cancelled
515,21,2026-03-29 14:13:14.759448,created
516,1775,2026-03-29 14:13:14.759448,shipped
517,1629,2026-03-29 14:13:14.759448,created
518,647,2026-03-29 14:13:14.759448,created
519,228,2026-03-29 14:13:14.759448,shipped
520,337,2026-03-29 14:13:14.759448,shipped
521,978,2026-03-29 14:13:14.759448,paid
522,912,2026-03-29 14:13:14.759448,created
523,144,2026-03-29 14:13:14.759448,cancelled
524,1083,2026-03-29 14:13:14.759448,paid
525,1492,2026-03-29 14:13:14.759448,shipped
526,1071,2026-03-29 14:13:14.759448,shipped
527,102,2026-03-29 14:13:14.759448,paid
528,352,2026-03-29 14:13:14.759448,delivered
529,880,2026-03-29 14:13:14.759448,delivered
530,1604,2026-03-29 14:13:14.759448,created
531,381,2026-03-29 14:13:14.759448,delivered
532,279,2026-03-29 14:13:14.759448,delivered
533,338,2026-03-29 14:13:14.759448,cancelled
534,1623,2026-03-29 14:13:14.759448,shipped
535,886,2026-03-29 14:13:14.759448,paid
536,1630,2026-03-29 14:13:14.759448,delivered
537,324,2026-03-29 14:13:14.759448,paid
538,1565,2026-03-29 14:13:14.759448,paid
539,1581,2026-03-29 14:13:14.759448,created
540,1213,2026-03-29 14:13:14.759448,refunded
541,1304,2026-03-29 14:13:14.759448,paid
542,25,2026-03-29 14:13:14.759448,paid
543,72,2026-03-29 14:13:14.759448,delivered
544,1194,2026-03-29 14:13:14.759448,paid
545,1063,2026-03-29 14:13:14.759448,shipped
546,701,2026-03-29 14:13:14.759448,cancelled
547,1139,2026-03-29 14:13:14.759448,cancelled
548,1459,2026-03-29 14:13:14.759448,paid
549,331,2026-03-29 14:13:14.759448,created
550,895,2026-03-29 14:13:14.759448,refunded
551,1204,2026-03-29 14:13:14.759448,cancelled
552,456,2026-03-29 14:13:14.759448,cancelled
553,871,2026-03-29 14:13:14.759448,cancelled
554,859,2026-03-29 14:13:14.759448,delivered
555,1084,2026-03-29 14:13:14.759448,delivered
556,1646,2026-03-29 14:13:14.759448,shipped
557,135,2026-03-29 14:13:14.759448,created
558,1740,2026-03-29 14:13:14.759448,delivered
559,659,2026-03-29 14:13:14.759448,created
560,460,2026-03-29 14:13:14.759448,refunded
561,1502,2026-03-29 14:13:14.759448,paid
562,1680,2026-03-29 14:13:14.759448,delivered
563,1695,2026-03-29 14:13:14.759448,paid
564,1157,2026-03-29 14:13:14.759448,paid
565,968,2026-03-29 14:13:14.759448,refunded
566,321,2026-03-29 14:13:14.759448,paid
567,411,2026-03-29 14:13:14.759448,paid
568,1297,2026-03-29 14:13:14.759448,shipped
569,1450,2026-03-29 14:13:14.759448,created
570,1376,2026-03-29 14:13:14.759448,created
571,1513,2026-03-29 14:13:14.759448,created
572,1750,2026-03-29 14:13:14.759448,cancelled
573,1331,2026-03-29 14:13:14.759448,shipped
574,1592,2026-03-29 14:13:14.759448,shipped
575,1605,2026-03-29 14:13:14.759448,delivered
576,1299,2026-03-29 14:13:14.759448,delivered
577,758,2026-03-29 14:13:14.759448,refunded
578,934,2026-03-29 14:13:14.759448,created
579,1671,2026-03-29 14:13:14.759448,cancelled
580,859,2026-03-29 14:13:14.759448,paid
