order_item_id,order_id,product_id,quantity,price
317,105,641,1,84.89
318,105,221,3,908.86
319,105,266,2,81.82
320,105,741,3,38.12
321,106,295,3,142.13
322,106,509,2,142.47
323,106,135,2,14.44
324,107,589,3,37.21
325,107,553,2,424.52
326,107,159,2,20.63
327,107,240,1,191.25
328,108,721,3,46.23
329,108,525,2,310.93
330,109,122,2,22.89
331,109,492,3,43.53
332,110,453,3,8.97
333,111,408,1,37.3
334,111,258,3,78.8
335,111,688,3,24.08
336,111,169,3,6.21
337,112,565,2,28.57
338,112,13,3,11.98
339,112,573,1,57.0
340,113,216,1,131.19
341,114,536,1,100.8
342,114,36,2,94.66
343,115,44,2,74.21
344,115,697,3,33.5
345,115,344,2,38.76
346,115,327,1,33.84
347,116,779,3,164.06
348,116,503,1,8.15
349,117,745,3,230.96
350,117,675,3,103.7
351,118,10,1,62.16
352,118,398,2,44.74
353,119,374,2,82.62
354,119,418,1,99.6
355,120,233,2,1644.66
356,120,100,1,1342.42
357,120,622,1,158.45
358,120,401,1,48.57
359,121,10,3,62.16
360,122,87,1,116.58
361,122,780,2,16.23
362,122,649,2,92.74
363,122,617,3,20.72
364,122,363,1,49.54
365,123,445,2,65.39
366,123,259,1,2.84
367,124,748,3,95.87
368,124,283,1,291.74
369,125,762,2,28.21
370,125,83,3,260.25
371,125,343,1,13.18
372,125,202,3,29.49
373,125,104,3,51.44
374,126,739,3,402.27
375,126,490,1,64.56
376,126,416,1,133.14
377,127,33,2,117.64
378,127,733,1,28.81
379,127,279,2,74.27
380,127,182,3,1492.82
381,127,750,2,39.76
382,128,404,1,67.64
383,128,603,1,165.0
384,128,652,1,46.53
385,128,680,2,40.58
386,129,108,2,29.28
387,129,197,3,490.67
388,129,417,1,29.99
389,129,405,3,381.85
390,129,519,1,25.01
391,130,705,3,54.87
392,130,215,3,112.79
393,131,763,3,74.99
394,132,713,2,304.92
395,132,259,1,2.84
396,132,663,1,77.22
397,132,669,1,34.61
398,133,286,3,32.19
399,133,410,2,116.03
400,134,554,3,1694.15
401,134,504,1,13.38
402,134,294,2,12.5
403,134,724,1,46.63
404,135,753,3,111.84
405,135,399,3,61.71
406,135,321,2,320.49
407,135,150,3,12.06
408,135,433,3,30.33
409,136,324,1,44.3
410,136,340,2,83.25
411,137,395,2,108.07
412,137,493,3,147.7
413,137,717,1,29.84
414,137,124,1,64.24
415,138,141,1,54.33
416,138,289,1,22.98
417,138,462,3,96.39
418,138,673,3,55.83
419,139,8,3,929.12
420,139,115,2,92.71
421,140,202,3,29.49
422,140,478,3,29.7
423,141,332,1,55.6
424,141,308,3,184.42
425,141,359,1,188.12
426,141,668,1,1925.23
427,142,86,2,76.77
428,142,235,1,1001.74
429,143,185,3,1477.05
430,144,629,2,18.03
431,144,214,1,8.44
432,144,583,2,112.12
433,145,368,3,45.03
434,145,1,3,35.94
435,145,187,2,37.97
436,145,464,1,309.09
437,146,177,2,28.91
438,146,471,1,76.85
439,146,88,3,50.72
440,147,752,1,119.3
441,148,339,2,1428.83
442,148,506,2,21.27
443,148,498,1,96.02
444,149,76,2,14.4
445,150,30,1,92.93
446,150,151,3,74.94
447,150,609,1,82.74
448,151,77,2,11.7
449,151,186,2,158.77
450,152,207,1,71.43
451,153,729,3,197.58
452,153,193,1,1808.18
453,153,420,3,117.74
454,154,260,2,103.85
455,154,527,1,167.48
456,154,408,2,37.3
457,155,598,3,814.01
458,156,415,1,42.35
459,157,314,3,68.19
460,158,223,2,117.06
461,158,228,1,28.5
462,158,123,2,32.2
463,158,684,3,28.45
464,159,168,3,270.15
465,160,343,2,13.18
466,160,353,3,160.22
467,160,271,1,46.54
468,160,718,3,519.12
469,160,330,2,148.12
470,161,768,1,54.73
471,162,332,2,55.6
472,163,66,3,81.75
473,163,347,3,1659.37
474,163,113,2,48.22
475,164,482,1,122.78
476,164,432,2,386.93
477,164,368,1,45.03
478,164,718,1,519.12
479,165,315,2,163.55
480,165,159,2,20.63
481,166,483,3,127.11
482,166,486,2,69.07
483,166,516,2,122.7
484,167,676,2,358.85
485,167,362,3,40.69
486,167,326,3,68.91
487,168,139,2,57.24
488,168,650,1,126.6
489,168,240,2,191.25
490,168,264,2,92.1
491,169,140,3,64.9
492,169,554,1,1694.15
493,169,370,3,177.56
494,169,344,1,38.76
495,169,630,1,89.43
496,170,15,2,4.9
497,170,342,2,137.74
498,171,418,3,99.6
499,172,600,2,57.24
500,172,725,1,173.35
501,172,772,1,13.97
502,173,585,1,309.77
503,174,616,2,49.82
504,174,635,3,149.32
505,174,265,1,45.93
506,175,54,3,48.4
507,176,500,2,64.32
508,177,191,1,107.5
509,177,489,2,90.59
510,177,163,2,86.88
511,177,667,2,179.94
512,178,486,1,69.07
513,178,623,3,275.44
514,179,355,3,321.59
515,179,533,3,301.04
516,179,247,1,684.48
517,180,595,2,53.66
518,181,788,1,34.11
519,182,217,2,154.5
520,182,733,3,28.81
521,182,575,3,18.05
522,183,350,1,45.32
523,183,723,1,47.45
524,183,333,2,347.38
525,183,572,3,126.59
526,184,794,2,964.87
527,184,761,3,55.11
528,185,797,3,95.24
529,186,417,3,29.99
530,187,177,3,28.91
531,188,791,2,37.35
532,188,348,3,26.59
533,189,107,1,44.75
534,189,629,1,18.03
535,189,74,2,102.68
536,189,21,1,54.34
537,190,745,3,230.96
538,190,167,2,106.61
539,191,630,2,89.43
540,191,293,1,36.22
541,191,477,2,1914.48
542,192,583,1,112.12
543,193,768,1,54.73
544,193,667,3,179.94
545,193,256,1,25.7
546,193,126,1,55.55
547,194,341,1,30.36
548,194,586,3,23.53
549,195,283,2,291.74
550,195,369,3,683.51
551,195,404,1,67.64
552,195,748,2,95.87
553,195,172,2,24.66
554,196,465,1,25.18
555,196,646,3,132.77
556,196,389,2,190.95
557,197,471,1,76.85
558,197,126,3,55.55
559,197,296,1,93.02
560,197,774,3,11.71
561,197,696,2,48.56
562,198,381,2,39.94
563,198,436,3,124.15
564,199,282,3,25.16
565,199,8,3,929.12
566,199,398,2,44.74
567,199,58,2,42.85
568,199,57,1,252.7
569,200,50,3,30.3
570,200,390,1,94.46
571,200,179,2,91.6
572,200,689,1,135.55
573,200,520,3,52.55
574,201,488,2,178.61
575,202,236,3,98.66
576,202,149,3,57.0
577,202,569,3,167.97
578,203,37,1,62.72
579,203,379,2,56.65
580,204,747,2,61.06
581,204,407,2,28.15
582,205,628,1,6.44
583,206,489,2,90.59
584,206,205,3,91.84
585,207,47,3,424.57
586,207,619,2,1578.94
587,207,321,3,320.49
588,207,400,3,41.71
589,208,233,1,1644.66
590,208,790,2,85.08
591,209,295,1,142.13
592,209,661,3,202.88
593,209,642,2,106.78
594,209,794,3,964.87
595,210,343,2,13.18
596,210,421,2,105.33
597,210,268,3,21.72
598,211,110,3,96.13
599,211,558,1,313.13
600,211,32,3,114.51
601,211,301,1,39.53
602,212,307,3,349.59
603,212,329,1,178.2
604,212,704,1,28.7
605,212,377,2,99.99
606,212,738,1,25.9
607,213,34,2,101.64
608,214,258,2,78.8
609,214,326,2,68.91
610,214,729,1,197.58
611,214,436,3,124.15
612,214,308,1,184.42
613,215,71,2,120.0
614,215,189,1,158.2
615,215,789,2,76.13
616,215,41,3,171.65
617,216,380,2,351.19
618,216,39,2,41.29
619,216,129,2,13.54
620,216,352,3,1885.15
621,217,161,2,72.62
622,218,97,2,127.1
623,218,389,2,190.95
624,218,585,1,309.77
625,219,395,3,108.07
626,219,432,1,386.93
627,219,686,1,67.64
628,219,732,2,184.88
629,220,285,3,72.41
630,221,627,3,1444.18
631,222,261,3,55.32
632,222,735,2,52.81
633,222,785,2,20.96
634,222,297,2,93.8
635,223,381,2,39.94
636,223,30,1,92.93
637,224,254,2,115.25
638,224,291,1,10.57
639,224,787,3,19.1
640,225,6,2,374.56
641,225,553,2,424.52
642,225,419,1,64.3
643,225,562,2,32.24
644,226,375,2,126.61
645,226,636,2,182.4
646,227,214,2,8.44
647,227,176,2,33.43
648,227,625,2,112.38
649,228,233,2,1644.66
650,228,655,3,42.94
651,228,583,1,112.12
652,229,50,2,30.3
653,229,254,2,115.25
654,229,237,2,55.52
655,229,791,2,37.35
656,230,1,2,35.94
657,230,382,3,341.01
658,230,605,1,181.38
659,231,307,1,349.59
660,232,755,1,96.5
661,232,218,1,45.92
662,232,304,2,198.58
663,232,796,2,53.52
664,232,140,3,64.9
665,233,671,1,251.48
666,233,519,3,25.01
667,234,420,2,117.74
668,235,669,3,34.61
669,235,745,3,230.96
670,235,79,2,108.3
671,235,756,1,816.06
672,235,19,3,29.79
673,236,44,2,74.21
674,236,379,2,56.65
675,236,727,1,37.89
676,237,90,2,51.23
677,237,275,3,463.94
678,237,705,3,54.87
679,237,206,3,86.7
680,238,115,2,92.71
681,238,749,2,33.92
682,238,306,3,253.38
683,239,773,1,1006.41
684,239,91,3,117.61
685,240,305,2,293.35
686,240,360,1,33.5
687,240,376,1,100.55
688,241,260,3,103.85
689,241,772,3,13.97
690,241,253,2,19.26
691,241,220,2,179.34
692,241,764,1,57.76
693,242,273,3,425.55
694,242,751,1,38.81
695,243,764,3,57.76
696,243,569,3,167.97
697,243,224,2,35.2
698,243,173,3,21.9
699,243,515,1,110.89
700,244,530,1,184.51
701,245,460,1,22.89
702,245,694,3,3.92
703,245,571,2,153.43
704,245,582,2,229.96
705,246,651,3,77.25
706,246,259,2,2.84
707,247,637,2,103.8
708,247,231,2,142.11
709,247,259,1,2.84
710,247,612,2,404.25
711,248,30,1,92.93
712,249,308,1,184.42
713,249,342,1,137.74
714,249,692,3,9.11
715,249,697,2,33.5
716,250,112,1,50.18
717,250,371,2,184.68
718,251,373,2,22.95
719,251,49,3,48.55
720,251,781,2,65.29
721,251,627,3,1444.18
722,252,35,2,58.38
723,252,470,2,22.88
724,252,792,1,115.78
725,252,57,2,252.7
726,253,161,2,72.62
727,253,289,1,22.98
728,253,73,2,1633.72
729,254,77,3,11.7
730,254,652,2,46.53
731,254,175,3,34.22
732,255,305,2,293.35
733,256,9,3,16.48
734,256,548,2,252.33
735,257,680,2,40.58
736,257,542,1,118.22
737,257,486,2,69.07
738,258,531,2,24.44
739,258,402,3,330.25
740,259,544,2,89.7
741,260,557,2,42.31
742,260,768,3,54.73
743,260,504,1,13.38
744,260,95,1,15.06
745,261,525,3,310.93
746,261,299,1,381.02
747,261,257,1,176.44
748,262,260,3,103.85
749,262,131,1,21.6
750,262,282,2,25.16
751,262,650,2,126.6
752,262,317,1,24.24
753,263,81,3,156.64
754,264,414,2,117.97
755,265,137,3,20.82
756,265,205,1,91.84
757,265,705,3,54.87
758,266,164,1,87.55
759,266,499,2,1951.03
760,267,273,2,425.55
761,267,232,2,353.07
762,267,722,1,32.16
763,268,17,3,449.12
764,268,177,3,28.91
765,268,256,1,25.7
766,268,176,3,33.43
767,269,282,1,25.16
768,270,131,2,21.6
769,270,242,2,1035.4
770,271,148,2,99.11
771,271,356,2,24.54
772,271,457,2,1417.82
773,271,461,3,60.69
774,272,503,2,8.15
775,273,694,3,3.92
776,274,784,2,116.52
777,274,322,3,49.26
778,274,330,3,148.12
779,275,574,1,18.85
780,275,664,2,30.95
781,276,100,1,1342.42
782,276,243,3,50.28
783,276,304,2,198.58
784,277,538,1,125.74
785,277,484,1,83.48
786,277,633,1,112.38
787,278,242,1,1035.4
788,278,679,1,18.04
789,278,713,3,304.92
790,279,446,1,115.62
791,279,790,2,85.08
792,279,210,1,62.92
793,280,137,3,20.82
794,281,359,1,188.12
795,282,597,3,55.19
796,282,185,3,1477.05
797,282,304,3,198.58
798,282,303,1,37.46
799,282,393,3,111.45
800,283,3,3,473.68
801,283,727,3,37.89
802,283,87,3,116.58
803,283,72,3,8.88
804,284,521,1,21.68
805,284,400,1,41.71
806,284,620,2,29.95
807,285,359,2,188.12
808,285,602,1,53.94
809,285,84,2,17.07
810,286,5,1,119.64
811,287,163,2,86.88
812,287,585,3,309.77
813,287,328,2,14.71
814,288,524,3,13.2
815,288,190,3,25.1
816,288,672,1,18.06
817,288,386,1,12.03
818,289,381,2,39.94
819,289,311,2,29.8
820,289,574,1,18.85
821,290,397,1,129.88
822,290,70,3,110.8
823,290,636,1,182.4
824,291,448,2,7.1
825,291,326,2,68.91
826,291,762,3,28.21
827,292,112,3,50.18
828,292,781,2,65.29
829,292,458,2,43.84
830,292,198,1,139.37
831,293,587,2,67.08
832,294,483,1,127.11
833,294,349,3,63.13
834,294,178,1,303.36
835,294,346,2,369.59
836,294,235,1,1001.74
837,295,392,2,164.68
838,295,613,3,40.17
839,295,519,2,25.01
840,295,603,1,165.0
841,295,265,3,45.93
842,296,544,2,89.7
843,296,268,1,21.72
844,297,306,1,253.38
845,298,681,2,24.5
846,298,129,3,13.54
847,299,91,3,117.61
848,299,448,3,7.1
849,299,714,1,125.26
850,299,395,2,108.07
851,299,331,2,1800.64
852,300,259,3,2.84
853,300,592,1,46.98
854,301,27,2,79.02
855,301,153,2,45.24
856,302,293,2,36.22
857,303,648,1,15.99
858,303,328,1,14.71
859,303,292,1,42.94
860,304,255,3,8.56
861,304,460,2,22.89
862,304,690,1,27.78
863,304,211,2,52.71
864,304,654,1,64.82
865,305,569,3,167.97
866,305,496,3,1776.31
867,305,646,2,132.77
868,306,449,1,415.69
869,307,66,3,81.75
870,307,110,3,96.13
871,307,526,3,451.74
872,307,797,3,95.24
873,307,351,3,35.2
874,308,149,3,57.0
875,308,457,3,1417.82
876,308,234,2,51.93
877,308,280,1,3.25
878,309,554,3,1694.15
879,309,645,3,28.36
880,310,499,1,1951.03
881,311,486,2,69.07
882,311,438,3,59.3
883,312,422,3,83.54
884,313,141,1,54.33
885,313,215,1,112.79
886,313,217,3,154.5
887,313,220,1,179.34
888,314,732,1,184.88
889,314,285,1,72.41
890,314,157,2,130.21
891,315,236,1,98.66
892,316,664,3,30.95
893,316,476,1,93.02
894,316,498,2,96.02
895,316,133,1,23.91
896,316,487,3,46.41
897,317,359,3,188.12
898,318,226,3,46.35
899,318,698,1,101.22
900,318,52,2,80.22
901,318,585,3,309.77
902,318,2,2,42.66
903,319,474,2,99.63
904,320,248,3,33.06
905,320,329,1,178.2
906,320,512,1,660.15
907,320,552,1,408.11
908,321,594,3,43.65
909,321,275,2,463.94
910,321,491,3,25.47
911,321,688,3,24.08
912,322,387,2,40.41
913,322,639,2,48.21
914,322,582,1,229.96
915,323,542,3,118.22
916,324,611,2,54.78
917,324,705,1,54.87
918,324,149,2,57.0
919,325,229,1,673.1
920,325,501,2,1445.25
921,325,105,2,108.89
922,325,286,1,32.19
923,326,628,2,6.44
924,326,112,3,50.18
925,327,766,1,22.07
926,328,155,3,110.33
927,328,519,1,25.01
928,328,462,3,96.39
929,328,231,2,142.11
930,328,566,2,69.32
931,329,312,2,70.5
932,330,349,3,63.13
933,330,104,2,51.44
934,330,520,3,52.55
935,330,433,1,30.33
936,331,143,1,11.88
937,331,428,2,70.69
938,332,344,2,38.76
939,333,25,1,31.91
940,333,738,3,25.9
941,334,643,3,65.63
942,335,341,3,30.36
943,336,251,3,12.06
944,336,231,2,142.11
945,336,771,1,129.42
946,337,424,2,433.13
947,337,65,1,13.03
948,337,297,1,93.8
949,337,425,1,445.03
950,338,684,2,28.45
951,338,299,3,381.02
952,338,143,1,11.88
953,338,683,1,27.73
954,338,4,1,199.95
955,339,389,1,190.95
956,339,415,2,42.35
957,339,288,1,1597.53
958,339,413,3,105.29
959,339,161,2,72.62
960,340,741,2,38.12
961,340,431,3,128.38
962,340,166,3,33.71
963,340,783,1,35.68
964,340,315,3,163.55
965,341,141,1,54.33
966,341,115,2,92.71
967,341,475,2,76.82
968,342,382,1,341.01
969,342,586,1,23.53
970,343,579,3,37.17
971,343,334,2,40.36
972,343,342,3,137.74
973,344,786,3,57.69
974,344,127,1,59.08
975,345,725,2,173.35
976,346,663,1,77.22
977,346,666,3,149.38
978,346,8,3,929.12
979,346,603,1,165.0
980,346,682,3,92.62
981,347,668,3,1925.23
982,348,210,3,62.92
983,348,253,1,19.26
984,348,792,2,115.78
985,348,272,3,59.82
986,348,799,1,34.8
987,349,680,1,40.58
988,349,41,2,171.65
989,349,721,1,46.23
990,350,752,2,119.3
991,351,605,1,181.38
992,352,263,3,110.12
993,352,325,3,188.67
994,352,792,1,115.78
995,352,760,1,1819.87
996,352,691,3,126.83
997,353,433,3,30.33
998,353,258,3,78.8
999,354,538,3,125.74
1000,354,720,3,17.29
1001,354,179,1,91.6
1002,354,63,3,383.91
1003,354,34,2,101.64
1004,355,456,2,35.2
1005,355,690,2,27.78
1006,355,177,1,28.91
1007,355,604,3,68.52
1008,356,673,1,55.83
1009,356,744,1,67.73
1010,356,134,1,58.26
1011,357,115,3,92.71
1012,358,330,1,148.12
1013,358,464,2,309.09
1014,359,703,2,326.87
1015,359,678,1,14.56
1016,359,330,2,148.12
1017,359,1,1,35.94
1018,359,31,2,27.31
1019,360,53,1,909.61
1020,361,22,3,115.64
1021,362,581,3,147.84
1022,363,559,3,18.39
1023,363,727,1,37.89
1024,363,635,1,149.32
1025,364,34,3,101.64
1026,364,144,1,18.8
1027,365,252,1,61.47
1028,365,716,1,5.77
1029,365,141,1,54.33
1030,365,322,1,49.26
1031,365,657,2,158.17
1032,366,566,2,69.32
1033,366,647,2,40.16
1034,366,209,1,180.02
1035,366,284,1,79.26
1036,367,791,2,37.35
1037,367,709,3,132.35
1038,368,50,3,30.3
1039,368,527,3,167.48
1040,368,71,1,120.0
1041,368,136,3,111.53
1042,369,669,2,34.61
1043,370,131,2,21.6
1044,370,75,1,345.05
1045,370,564,1,24.08
1046,370,148,1,99.11
1047,370,757,3,104.86
1048,371,31,3,27.31
1049,371,369,3,683.51
1050,371,429,1,113.0
1051,371,183,2,23.47
1052,371,226,3,46.35
1053,372,304,1,198.58
1054,372,594,2,43.65
1055,372,551,2,41.11
1056,372,507,3,13.71
1057,373,472,3,101.89
1058,373,334,3,40.36
1059,373,179,3,91.6
1060,373,471,3,76.85
1061,373,655,3,42.94
1062,374,368,1,45.03
1063,374,26,1,64.87
1064,374,730,1,21.17
1065,375,104,3,51.44
1066,375,296,3,93.02
1067,375,551,1,41.11
1068,375,420,1,117.74
1069,375,446,1,115.62
1070,376,565,1,28.57
1071,376,59,2,18.85
1072,376,339,1,1428.83
1073,376,499,1,1951.03
1074,376,125,1,54.04
1075,377,272,1,59.82
1076,377,157,1,130.21
1077,377,383,2,552.2
1078,377,110,1,96.13
1079,377,143,3,11.88
1080,378,447,3,123.84
1081,378,514,2,27.91
1082,379,464,1,309.09
1083,379,282,3,25.16
1084,379,401,2,48.57
1085,379,23,2,256.54
1086,379,199,2,388.64
1087,380,599,1,114.53
1088,381,154,1,126.03
1089,381,191,2,107.5
1090,382,167,1,106.61
1091,382,148,1,99.11
1092,382,171,3,63.88
1093,383,619,1,1578.94
1094,383,69,3,121.23
1095,383,374,3,82.62
1096,384,601,1,172.73
1097,385,464,1,309.09
1098,385,524,2,13.2
1099,385,755,3,96.5
1100,385,150,2,12.06
1101,386,41,3,171.65
1102,386,417,3,29.99
1103,386,387,3,40.41
1104,386,172,3,24.66
1105,387,302,1,501.59
1106,387,428,1,70.69
1107,388,290,2,20.1
1108,388,785,3,20.96
1109,388,316,1,72.11
1110,388,206,3,86.7
1111,388,512,2,660.15
1112,389,368,2,45.03
1113,389,215,3,112.79
1114,389,260,1,103.85
1115,390,332,2,55.6
1116,390,475,2,76.82
1117,390,206,2,86.7
1118,391,185,3,1477.05
1119,392,77,2,11.7
1120,392,307,3,349.59
1121,392,552,3,408.11
1122,392,240,2,191.25
1123,393,692,2,9.11
1124,393,56,1,72.3
1125,394,739,2,402.27
1126,394,785,3,20.96
1127,395,465,3,25.18
1128,396,598,3,814.01
1129,396,154,2,126.03
1130,396,670,1,10.36
1131,396,130,3,224.2
1132,397,24,2,7.98
1133,398,361,3,123.0
1134,399,162,1,51.58
1135,399,192,3,152.24
1136,399,559,1,18.39
1137,400,543,2,1296.47
1138,400,178,3,303.36
1139,401,596,1,224.38
1140,402,676,2,358.85
1141,402,400,2,41.71
1142,402,150,2,12.06
1143,402,639,2,48.21
1144,403,267,3,50.69
1145,404,740,3,315.03
1146,405,61,1,1753.63
