payment_id,order_id,payment_method,amount,payment_status,payment_timestamp
110,110,bank_transfer,3427.62,success,2026-04-05
111,111,bank_transfer,2990.3199999999997,failed,2026-04-05
112,112,paypal,484.05,refunded,2026-04-05
113,113,paypal,1857.46,success,2026-04-05
114,114,google_pay,4867.35,success,2026-04-05
115,115,google_pay,390.46,failed,2026-04-05
116,116,google_pay,898.3,refunded,2026-04-05
117,117,paypal,2064.27,refunded,2026-04-05
118,118,credit_card,871.21,success,2026-04-05
119,119,bank_transfer,553.48,failed,2026-04-05
120,120,paypal,1072.21,failed,2026-04-05
121,121,apple_pay,957.73,refunded,2026-04-05
122,122,credit_card,180.84,failed,2026-04-05
123,123,apple_pay,845.3100000000001,failed,2026-04-05
124,124,paypal,494.02,refunded,2026-04-05
125,125,credit_card,592.38,success,2026-04-05
126,126,credit_card,476.57,failed,2026-04-05
127,127,google_pay,1975.72,refunded,2026-04-05
128,128,paypal,632.74,success,2026-04-05
129,129,bank_transfer,419.28,success,2026-04-05
130,130,apple_pay,1427.94,success,2026-04-05
131,131,paypal,2052.98,failed,2026-04-05
132,132,credit_card,1175.18,success,2026-04-05
133,133,apple_pay,957.9000000000001,refunded,2026-04-05
134,134,credit_card,947.1099999999999,success,2026-04-05
135,135,bank_transfer,126.84,failed,2026-04-05
136,136,apple_pay,218.21,success,2026-04-05
137,137,paypal,1604.42,failed,2026-04-05
138,138,bank_transfer,669.99,success,2026-04-05
139,139,credit_card,976.8,success,2026-04-05
140,140,paypal,2428.22,refunded,2026-04-05
141,141,paypal,534.46,success,2026-04-05
142,142,bank_transfer,3234.9399999999996,refunded,2026-04-05
143,143,bank_transfer,951.06,success,2026-04-05
144,144,google_pay,349.76,failed,2026-04-05
145,145,google_pay,101.08,success,2026-04-05
146,146,bank_transfer,486.2,success,2026-04-05
147,147,paypal,531.11,failed,2026-04-05
148,148,bank_transfer,714.1700000000001,failed,2026-04-05
149,149,apple_pay,1613.48,refunded,2026-04-05
150,150,credit_card,613.49,success,2026-04-05
151,151,google_pay,912.7,refunded,2026-04-05
152,152,apple_pay,35.01,success,2026-04-05
153,153,paypal,1004.89,success,2026-04-05
154,154,credit_card,372.62,success,2026-04-05
155,155,apple_pay,814.91,refunded,2026-04-05
156,156,google_pay,133.46,failed,2026-04-05
157,157,google_pay,2418.66,refunded,2026-04-05
158,158,credit_card,338.1,success,2026-04-05
159,159,bank_transfer,625.5,success,2026-04-05
160,160,apple_pay,1058.82,success,2026-04-05
161,161,google_pay,367.87,failed,2026-04-05
162,162,credit_card,681.54,failed,2026-04-05
163,163,bank_transfer,90.98,failed,2026-04-05
164,164,paypal,3299.22,success,2026-04-05
165,165,bank_transfer,4989.84,success,2026-04-05
166,166,apple_pay,989.77,refunded,2026-04-05
167,167,bank_transfer,352.47,refunded,2026-04-05
168,168,apple_pay,132.96,success,2026-04-05
169,169,google_pay,5604.99,success,2026-04-05
170,170,paypal,831.43,refunded,2026-04-05
171,171,paypal,2900.2,failed,2026-04-05
172,172,google_pay,628.1800000000001,refunded,2026-04-05
173,173,bank_transfer,202.29000000000002,success,2026-04-05
174,174,bank_transfer,222.3,failed,2026-04-05
175,175,bank_transfer,1421.52,refunded,2026-04-05
176,176,paypal,369.39,success,2026-04-05
177,177,apple_pay,252.4,success,2026-04-05
178,178,apple_pay,277.17,success,2026-04-05
179,179,google_pay,541.24,success,2026-04-05
180,180,paypal,768.21,refunded,2026-04-05
181,181,paypal,341.25,failed,2026-04-05
182,182,bank_transfer,788.19,failed,2026-04-05
183,183,paypal,686.5799999999999,refunded,2026-04-05
184,184,apple_pay,1850.5700000000002,failed,2026-04-05
185,185,google_pay,2512.32,failed,2026-04-05
186,186,bank_transfer,5879.879999999999,failed,2026-04-05
187,187,google_pay,1350.69,failed,2026-04-05
188,188,bank_transfer,1151.73,failed,2026-04-05
189,189,paypal,455.01,success,2026-04-05
190,190,credit_card,730.07,refunded,2026-04-05
191,191,credit_card,1279.29,refunded,2026-04-05
192,192,credit_card,262.56,success,2026-04-05
193,193,paypal,873.13,success,2026-04-04
194,194,apple_pay,253.72,refunded,2026-04-04
195,195,paypal,415.12,failed,2026-04-04
196,196,apple_pay,4174.849999999999,failed,2026-04-04
197,197,paypal,229.2,failed,2026-04-04
198,198,credit_card,1752.6200000000001,failed,2026-04-04
199,199,bank_transfer,2194.2799999999997,success,2026-04-04
200,200,paypal,365.72,refunded,2026-04-04
201,201,apple_pay,259.8,success,2026-04-04
202,202,credit_card,891.22,success,2026-04-04
203,203,credit_card,280.82,success,2026-04-04
204,204,paypal,58.17,refunded,2026-04-04
205,205,bank_transfer,567.94,refunded,2026-04-04
206,206,apple_pay,982.88,refunded,2026-04-04
207,207,apple_pay,2245.81,refunded,2026-04-04
208,208,apple_pay,396.4,success,2026-04-04
209,209,bank_transfer,1299.75,refunded,2026-04-04
210,210,bank_transfer,140.07,refunded,2026-04-04
211,211,paypal,375.82000000000005,failed,2026-04-04
212,212,credit_card,410.94,refunded,2026-04-04
213,213,paypal,910.04,failed,2026-04-04
214,214,bank_transfer,140.56,refunded,2026-04-04
215,215,google_pay,235.81,success,2026-04-04
216,216,google_pay,2057.03,refunded,2026-04-04
217,217,google_pay,1223.55,success,2026-04-04
218,218,bank_transfer,2796.05,failed,2026-04-04
219,219,google_pay,4068.04,refunded,2026-04-04
220,220,apple_pay,757.08,failed,2026-04-04
221,221,paypal,72.88,success,2026-04-04
222,222,apple_pay,278.05,refunded,2026-04-04
223,223,apple_pay,447.88,failed,2026-04-04
224,224,bank_transfer,403.94,refunded,2026-04-04
225,225,bank_transfer,539.2,success,2026-04-04
226,226,apple_pay,285.56,success,2026-04-04
227,227,paypal,667.3,failed,2026-04-04
228,228,apple_pay,329.86,failed,2026-04-04
229,229,google_pay,450.28000000000003,failed,2026-04-04
230,230,bank_transfer,769.4699999999999,refunded,2026-04-04
231,231,paypal,1553.73,refunded,2026-04-04
232,232,google_pay,1094.96,failed,2026-04-04
233,233,credit_card,115.52,failed,2026-04-04
234,234,credit_card,1424.92,success,2026-04-04
235,235,credit_card,2888.29,failed,2026-04-04
236,236,credit_card,820.8399999999999,success,2026-04-04
237,237,bank_transfer,524.8199999999999,refunded,2026-04-04
238,238,google_pay,253.48,refunded,2026-04-04
239,239,paypal,261.28999999999996,success,2026-04-04
240,240,bank_transfer,1121.02,failed,2026-04-04
241,241,apple_pay,46.79,failed,2026-04-04
242,242,apple_pay,269.39,failed,2026-04-04
243,243,paypal,474.72,failed,2026-04-04
244,244,google_pay,1656.0,success,2026-04-04
245,245,bank_transfer,210.20999999999998,failed,2026-04-04
246,246,bank_transfer,550.14,success,2026-04-04
247,247,bank_transfer,175.74,refunded,2026-04-04
248,248,bank_transfer,1180.21,failed,2026-04-04
249,249,google_pay,240.82,failed,2026-04-04
250,250,google_pay,289.5,failed,2026-04-04
251,251,paypal,1589.3,failed,2026-04-04
252,252,apple_pay,853.44,success,2026-04-04
253,253,apple_pay,821.12,failed,2026-04-04
254,254,google_pay,1967.44,success,2026-04-04
255,255,google_pay,1224.77,success,2026-04-04
256,256,google_pay,3961.89,success,2026-04-04
257,257,paypal,118.88,failed,2026-04-04
258,258,apple_pay,583.29,failed,2026-04-04
259,259,bank_transfer,1688.79,failed,2026-04-04
260,260,bank_transfer,1164.87,refunded,2026-04-04
261,261,credit_card,1697.3,refunded,2026-04-04
262,262,apple_pay,665.75,failed,2026-04-04
263,263,paypal,641.5400000000001,failed,2026-04-04
264,264,paypal,2021.83,refunded,2026-04-04
265,265,credit_card,1544.3600000000001,refunded,2026-04-04
266,266,apple_pay,7478.4800000000005,success,2026-04-04
267,267,credit_card,858.7,refunded,2026-04-04
268,268,credit_card,4100.4800000000005,success,2026-04-04
269,269,google_pay,218.26999999999998,success,2026-04-04
270,270,google_pay,126.92,refunded,2026-04-04
271,271,google_pay,517.3199999999999,success,2026-04-04
272,272,apple_pay,412.51,failed,2026-04-04
273,273,credit_card,1558.5300000000002,success,2026-04-04
274,274,bank_transfer,973.92,success,2026-04-04
275,275,bank_transfer,1097.79,refunded,2026-04-04
276,276,credit_card,91.31,failed,2026-04-04
277,277,google_pay,298.09,refunded,2026-04-04
278,278,credit_card,687.68,failed,2026-04-04
279,279,google_pay,646.5,success,2026-04-04
280,280,google_pay,6386.969999999999,failed,2026-04-04
281,281,google_pay,72.88,failed,2026-04-04
282,282,paypal,681.87,refunded,2026-04-04
283,283,paypal,32.24,success,2026-04-04
284,284,bank_transfer,781.8599999999999,success,2026-04-04
285,285,apple_pay,1969.54,success,2026-04-04
286,286,bank_transfer,4933.139999999999,refunded,2026-04-04
287,287,paypal,332.53,refunded,2026-04-04
288,288,paypal,784.76,success,2026-04-04
289,289,apple_pay,1290.44,refunded,2026-04-04
290,290,credit_card,199.38,failed,2026-04-04
291,291,bank_transfer,1033.35,failed,2026-04-04
292,292,google_pay,1289.17,failed,2026-04-04
293,293,apple_pay,1696.4399999999998,success,2026-04-04
294,294,paypal,271.32,failed,2026-04-04
295,295,apple_pay,293.83,refunded,2026-04-04
296,296,google_pay,51.91,refunded,2026-04-04
297,297,bank_transfer,1570.32,refunded,2026-04-04
298,298,apple_pay,425.63,failed,2026-04-04
299,299,credit_card,191.35,refunded,2026-04-04
300,300,google_pay,220.06,success,2026-04-04
301,301,bank_transfer,406.05,success,2026-04-04
302,302,bank_transfer,561.38,success,2026-04-04
303,303,apple_pay,8356.039999999999,refunded,2026-04-04
304,304,google_pay,35.92,success,2026-04-04
305,305,paypal,928.04,refunded,2026-04-04
306,306,credit_card,341.22,refunded,2026-04-04
307,307,apple_pay,1943.65,success,2026-04-04
308,308,apple_pay,1008.86,failed,2026-04-04
309,309,paypal,553.8399999999999,failed,2026-04-04
310,310,paypal,795.51,refunded,2026-04-04
311,311,bank_transfer,1730.78,failed,2026-04-03
312,312,google_pay,1726.48,failed,2026-04-03
313,313,apple_pay,5231.59,refunded,2026-04-03
314,314,paypal,87.36,failed,2026-04-03
315,315,apple_pay,3067.6,success,2026-04-03
316,316,paypal,259.46999999999997,success,2026-04-03
317,317,google_pay,229.4,success,2026-04-03
318,318,bank_transfer,226.03,failed,2026-04-03
319,319,google_pay,194.92,failed,2026-04-03
320,320,google_pay,413.46,refunded,2026-04-03
321,321,apple_pay,1286.71,success,2026-04-03
322,322,paypal,1157.0,refunded,2026-04-03
323,323,bank_transfer,339.3,failed,2026-04-03
324,324,bank_transfer,4643.09,refunded,2026-04-03
325,325,bank_transfer,58.38,failed,2026-04-03
326,326,apple_pay,857.27,success,2026-04-03
327,327,paypal,4774.3,success,2026-04-03
328,328,bank_transfer,3848.72,success,2026-04-03
329,329,bank_transfer,875.34,refunded,2026-04-03
330,330,credit_card,2293.25,failed,2026-04-03
331,331,paypal,930.82,refunded,2026-04-03
332,332,google_pay,1564.0800000000002,success,2026-04-03
333,333,google_pay,1512.98,refunded,2026-04-03
334,334,apple_pay,1149.39,refunded,2026-04-03
335,335,paypal,1503.52,failed,2026-04-03
336,336,bank_transfer,2659.86,success,2026-04-03
337,337,bank_transfer,658.3,failed,2026-04-03
338,338,paypal,2826.09,failed,2026-04-03
339,339,credit_card,663.0799999999999,failed,2026-04-03
340,340,apple_pay,1427.1100000000001,failed,2026-04-03
341,341,credit_card,2261.8500000000004,failed,2026-04-03
342,342,google_pay,1679.5,success,2026-04-03
343,343,apple_pay,817.8499999999999,failed,2026-04-03
344,344,bank_transfer,1133.8200000000002,success,2026-04-03
345,345,paypal,2092.39,failed,2026-04-03
346,346,google_pay,482.33000000000004,success,2026-04-03
347,347,paypal,2382.92,refunded,2026-04-03
348,348,paypal,31.25,failed,2026-04-03
349,349,bank_transfer,1631.72,success,2026-04-03
350,350,google_pay,5280.36,success,2026-04-03
351,351,credit_card,1131.16,refunded,2026-04-03
352,352,bank_transfer,1939.4,failed,2026-04-03
353,353,credit_card,365.78,failed,2026-04-03
354,354,credit_card,125.78999999999999,refunded,2026-04-03
355,355,paypal,1608.19,refunded,2026-04-03
356,356,google_pay,1844.16,refunded,2026-04-03
357,357,credit_card,845.37,refunded,2026-04-03
358,358,apple_pay,1255.03,failed,2026-04-03
359,359,google_pay,24.78,refunded,2026-04-03
360,360,paypal,619.35,failed,2026-04-03
361,361,apple_pay,4394.08,failed,2026-04-03
362,362,google_pay,1125.57,success,2026-04-03
363,363,google_pay,175.53,success,2026-04-03
364,364,apple_pay,3115.66,success,2026-04-03
365,365,apple_pay,247.18,success,2026-04-03
366,366,apple_pay,1406.97,refunded,2026-04-03
367,367,credit_card,207.94,refunded,2026-04-03
368,368,bank_transfer,1371.3799999999999,failed,2026-04-03
369,369,paypal,523.0500000000001,refunded,2026-04-03
370,370,apple_pay,131.12,failed,2026-04-03
371,371,google_pay,1328.8000000000002,refunded,2026-04-03
372,372,google_pay,899.48,failed,2026-04-03
373,373,bank_transfer,1581.53,success,2026-04-03
374,374,bank_transfer,20.92,failed,2026-04-03
375,375,apple_pay,1143.61,failed,2026-04-03
376,376,credit_card,114.7,refunded,2026-04-03
377,377,paypal,401.28,success,2026-04-03
378,378,bank_transfer,2322.04,refunded,2026-04-03
379,379,google_pay,147.34,refunded,2026-04-03
380,380,bank_transfer,747.73,refunded,2026-04-03
381,381,credit_card,329.67,refunded,2026-04-03
382,382,paypal,569.49,refunded,2026-04-03
383,383,bank_transfer,3126.85,failed,2026-04-03
384,384,credit_card,36.44,refunded,2026-04-03
385,385,credit_card,5913.12,failed,2026-04-03
386,386,apple_pay,988.27,success,2026-04-03
387,387,google_pay,826.52,failed,2026-04-03
388,388,bank_transfer,787.75,success,2026-04-03
389,389,bank_transfer,835.26,success,2026-04-03
390,390,apple_pay,2858.5599999999995,refunded,2026-04-03
391,391,apple_pay,1598.02,success,2026-04-03
392,392,bank_transfer,329.71999999999997,failed,2026-04-03
393,393,bank_transfer,532.93,refunded,2026-04-03
394,394,bank_transfer,329.22,success,2026-04-03
395,395,bank_transfer,1009.71,failed,2026-04-03
396,396,credit_card,1323.5700000000002,failed,2026-04-02
397,397,paypal,793.15,refunded,2026-04-02
398,398,apple_pay,1097.06,failed,2026-04-02
399,399,bank_transfer,1597.97,refunded,2026-04-02
400,400,google_pay,4868.950000000001,success,2026-04-02
401,401,credit_card,430.64,failed,2026-04-02
402,402,bank_transfer,907.73,refunded,2026-04-02
403,403,credit_card,337.16999999999996,refunded,2026-04-02
404,404,bank_transfer,5002.65,success,2026-04-02
405,405,google_pay,63.9,refunded,2026-04-02
406,406,paypal,5273.91,refunded,2026-04-02
407,407,google_pay,241.38,refunded,2026-04-02
408,408,apple_pay,9568.939999999999,success,2026-04-02
409,409,paypal,497.86,refunded,2026-04-02
410,410,google_pay,701.75,success,2026-04-02
411,411,bank_transfer,185.42000000000002,refunded,2026-04-02
412,412,credit_card,573.05,success,2026-04-02
413,413,credit_card,612.68,refunded,2026-04-02
414,414,bank_transfer,234.78000000000003,refunded,2026-04-02
415,415,bank_transfer,2664.8599999999997,failed,2026-04-02
416,416,apple_pay,1430.2199999999998,failed,2026-04-02
417,417,credit_card,286.99,failed,2026-04-02
418,418,paypal,4425.83,success,2026-04-02
419,419,google_pay,2525.44,success,2026-04-02
420,420,apple_pay,640.11,failed,2026-04-02
421,421,google_pay,354.64,success,2026-04-02
422,422,credit_card,306.72,refunded,2026-04-02
423,423,bank_transfer,339.6,success,2026-04-02
424,424,bank_transfer,775.04,failed,2026-04-02
425,425,credit_card,1942.85,failed,2026-04-02
426,426,credit_card,704.56,failed,2026-04-02
427,427,bank_transfer,375.53,refunded,2026-04-02
428,428,paypal,54.94,success,2026-04-02
429,429,google_pay,1294.2,success,2026-04-02
430,430,credit_card,16.45,success,2026-04-02
431,431,apple_pay,1024.1,success,2026-04-02
432,432,credit_card,459.95,failed,2026-04-02
433,433,paypal,45.04,success,2026-04-02
434,434,credit_card,2578.8699999999994,success,2026-04-02
435,435,apple_pay,1581.98,failed,2026-04-02
436,436,google_pay,158.25,failed,2026-04-02
437,437,paypal,2184.0,refunded,2026-04-02
438,438,bank_transfer,3029.7500000000005,success,2026-04-02
439,439,paypal,683.93,success,2026-04-02
440,440,apple_pay,64.26,failed,2026-04-02
441,441,credit_card,719.8000000000001,refunded,2026-04-02
442,442,google_pay,1044.03,success,2026-04-02
443,443,paypal,843.3,failed,2026-04-02
444,444,google_pay,1081.99,refunded,2026-04-02
445,445,paypal,4330.42,refunded,2026-04-02
446,446,credit_card,1457.78,refunded,2026-04-02
447,447,apple_pay,339.04,refunded,2026-04-02
448,448,apple_pay,450.75,refunded,2026-04-02
449,449,apple_pay,1674.34,success,2026-04-02
450,450,paypal,5356.34,failed,2026-04-02
451,451,apple_pay,1292.3799999999999,failed,2026-04-02
452,452,credit_card,166.41,success,2026-04-02
453,453,google_pay,795.89,failed,2026-04-02
454,454,credit_card,1031.52,failed,2026-04-02
455,455,bank_transfer,441.74,success,2026-04-02
456,456,apple_pay,5174.349999999999,refunded,2026-04-02
457,457,credit_card,506.86,failed,2026-04-02
458,458,google_pay,830.57,failed,2026-04-02
459,459,credit_card,70.80000000000001,refunded,2026-04-02
460,460,credit_card,399.98,refunded,2026-04-02
461,461,credit_card,2379.25,refunded,2026-04-02
462,462,apple_pay,878.9200000000001,success,2026-04-02
463,463,bank_transfer,2348.8900000000003,success,2026-04-02
464,464,credit_card,1106.06,success,2026-04-02
465,465,apple_pay,652.05,success,2026-04-02
466,466,bank_transfer,156.91,success,2026-04-02
467,467,credit_card,717.91,failed,2026-04-02
468,468,paypal,1323.84,success,2026-04-02
469,469,bank_transfer,45.75,success,2026-04-02
470,470,bank_transfer,5497.139999999999,failed,2026-04-02
471,471,paypal,1433.81,refunded,2026-04-02
472,472,apple_pay,1296.61,refunded,2026-04-02
473,473,bank_transfer,320.59000000000003,success,2026-04-02
474,474,paypal,457.9,refunded,2026-04-02
475,475,paypal,715.71,refunded,2026-04-02
476,476,apple_pay,94.56,success,2026-04-02
477,477,bank_transfer,833.66,refunded,2026-04-02
478,478,apple_pay,591.28,refunded,2026-04-02
479,479,credit_card,102.32,success,2026-04-02
480,480,bank_transfer,61.49,refunded,2026-04-02
481,481,apple_pay,549.9,refunded,2026-04-02
482,482,bank_transfer,4366.400000000001,refunded,2026-04-02
483,483,credit_card,921.65,refunded,2026-04-02
484,484,bank_transfer,3731.6,success,2026-04-02
485,485,credit_card,49.66,failed,2026-04-02
486,486,google_pay,1144.8,refunded,2026-04-02
487,487,credit_card,1495.4099999999999,success,2026-04-02
488,488,apple_pay,100.75999999999999,success,2026-04-01
489,489,credit_card,497.11,refunded,2026-04-01
490,490,paypal,451.96,refunded,2026-04-01
491,491,bank_transfer,1790.7599999999998,success,2026-04-01
492,492,google_pay,3662.71,failed,2026-04-01
493,493,paypal,817.95,success,2026-04-01
494,494,bank_transfer,640.7,failed,2026-04-01
495,495,google_pay,681.54,failed,2026-04-01
496,496,credit_card,1425.27,success,2026-04-01
497,497,paypal,122.00999999999999,failed,2026-04-01
498,498,credit_card,124.78,failed,2026-04-01
499,499,apple_pay,287.08000000000004,failed,2026-04-01
500,500,apple_pay,392.4,refunded,2026-04-01
501,501,bank_transfer,1903.6,failed,2026-04-01
502,502,bank_transfer,63.6,failed,2026-04-01
503,503,google_pay,721.56,refunded,2026-04-01
504,504,credit_card,677.8799999999999,refunded,2026-04-01
505,505,credit_card,268.74,failed,2026-04-01
506,506,credit_card,694.3699999999999,success,2026-04-01
507,507,credit_card,6499.32,refunded,2026-04-01
508,508,credit_card,147.12,success,2026-04-01
509,509,paypal,3766.41,failed,2026-04-01
510,510,google_pay,1372.13,success,2026-04-01
511,511,bank_transfer,1834.62,success,2026-04-01
512,512,apple_pay,829.26,refunded,2026-04-01
513,513,bank_transfer,1076.3500000000001,refunded,2026-04-01
514,514,credit_card,3191.66,success,2026-04-01
515,515,apple_pay,423.23,success,2026-04-01
516,516,google_pay,107.59,refunded,2026-04-01
517,517,google_pay,169.03,refunded,2026-04-01
518,518,paypal,6059.749999999999,failed,2026-04-01
519,519,credit_card,1266.93,success,2026-04-01
520,520,apple_pay,1272.74,success,2026-04-01
521,521,apple_pay,4332.33,refunded,2026-04-01
522,522,google_pay,1131.04,failed,2026-04-01
523,523,google_pay,534.53,failed,2026-04-01
524,524,bank_transfer,826.35,refunded,2026-04-01
525,525,apple_pay,2626.37,success,2026-04-01
526,526,bank_transfer,1032.35,failed,2026-04-01
527,527,bank_transfer,1068.1200000000001,success,2026-04-01
528,528,paypal,2757.36,success,2026-04-01
529,529,apple_pay,744.9200000000001,failed,2026-04-01
530,530,google_pay,1122.5900000000001,refunded,2026-04-01
531,531,credit_card,201.67000000000002,refunded,2026-04-01
532,532,apple_pay,5232.25,success,2026-04-01
533,533,google_pay,2644.75,failed,2026-04-01
534,534,bank_transfer,389.54,success,2026-04-01
535,535,apple_pay,687.68,refunded,2026-04-01
536,536,paypal,4580.78,failed,2026-04-01
537,537,paypal,279.52,success,2026-04-01
538,538,credit_card,1327.1399999999999,failed,2026-04-01
539,539,bank_transfer,175.48,success,2026-04-01
540,540,paypal,1895.54,failed,2026-04-01
541,541,apple_pay,757.6099999999999,failed,2026-04-01
542,542,paypal,244.96,failed,2026-04-01
543,543,credit_card,2378.1499999999996,refunded,2026-04-01
544,544,google_pay,861.5100000000001,failed,2026-04-01
545,545,apple_pay,2702.79,failed,2026-04-01
546,546,credit_card,341.44,refunded,2026-04-01
547,547,paypal,30.04,success,2026-04-01
548,548,paypal,29.19,failed,2026-04-01
549,549,credit_card,440.19,refunded,2026-04-01
550,550,bank_transfer,989.05,success,2026-04-01
551,551,google_pay,5769.4,failed,2026-04-01
552,552,google_pay,958.38,success,2026-04-01
553,553,bank_transfer,566.66,refunded,2026-04-01
554,554,bank_transfer,1620.83,failed,2026-04-01
555,555,bank_transfer,673.62,failed,2026-04-01
556,556,google_pay,841.12,success,2026-04-01
557,557,paypal,32.59,refunded,2026-04-01
558,558,bank_transfer,1817.67,success,2026-04-01
559,559,apple_pay,554.05,failed,2026-04-01
560,560,paypal,1458.72,failed,2026-04-01
561,561,paypal,507.18000000000006,refunded,2026-04-01
562,562,bank_transfer,1399.98,success,2026-04-01
563,563,bank_transfer,640.33,failed,2026-04-01
564,564,credit_card,6565.16,failed,2026-04-01
565,565,credit_card,693.8599999999999,refunded,2026-04-01
566,566,google_pay,1844.16,success,2026-04-01
567,567,paypal,1471.14,success,2026-04-01
568,568,credit_card,1743.69,refunded,2026-04-01
